epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,565.114,0.98192,0.67642,1.48736,0.99878,1,0.995,0.78437,0.87328,0.53417,1.41573,0.0016832,0.0016832,0.0016832
26,587.981,1.01432,0.66983,1.51321,0.98862,0.99438,0.995,0.70583,1.09413,0.5812,1.59873,0.00167,0.00167,0.00167
27,610.338,0.97911,0.65999,1.48104,0.98486,0.99438,0.995,0.73652,1.00286,0.5907,1.5249,0.0016568,0.0016568,0.0016568
28,632.674,0.94947,0.63351,1.45811,0.99719,1,0.995,0.80104,0.81286,0.49968,1.36053,0.0016436,0.0016436,0.0016436
29,655.207,0.94877,0.63795,1.46797,0.99432,0.98338,0.99456,0.7798,0.85166,0.51591,1.39737,0.0016304,0.0016304,0.0016304
30,677.596,0.94577,0.62629,1.44488,0.99838,1,0.995,0.80329,0.83204,0.51334,1.34207,0.0016172,0.0016172,0.0016172
31,700.054,0.96276,0.65796,1.44061,0.99922,1,0.995,0.79876,0.8306,0.48102,1.33885,0.001604,0.001604,0.001604
32,723.252,0.88173,0.59299,1.40363,0.99913,1,0.995,0.80147,0.83836,0.45882,1.36004,0.0015908,0.0015908,0.0015908
33,745.967,0.84852,0.58334,1.37587,0.9997,0.99438,0.995,0.79235,0.82844,0.46629,1.34837,0.0015776,0.0015776,0.0015776
34,768.351,0.87283,0.59224,1.39742,0.99866,1,0.995,0.76133,0.9125,0.47802,1.46177,0.0015644,0.0015644,0.0015644
35,790.663,0.86358,0.571,1.38239,0.99665,1,0.995,0.77001,0.90827,0.46349,1.41263,0.0015512,0.0015512,0.0015512
36,813.095,0.89607,0.59158,1.39703,0.98671,1,0.99494,0.79321,0.83895,0.56408,1.35833,0.001538,0.001538,0.001538
37,835.527,0.88928,0.59238,1.41052,0.99913,1,0.995,0.79525,0.80018,0.48668,1.31654,0.0015248,0.0015248,0.0015248
38,857.9,0.85234,0.5674,1.37735,0.99921,1,0.995,0.81114,0.75504,0.41083,1.275,0.0015116,0.0015116,0.0015116
39,880.332,0.82088,0.53268,1.34169,0.9994,1,0.995,0.80695,0.79141,0.42238,1.31894,0.0014984,0.0014984,0.0014984
40,902.708,0.80452,0.53262,1.32977,0.99896,0.99438,0.995,0.78962,0.80509,0.4259,1.29953,0.0014852,0.0014852,0.0014852
41,925.022,0.80461,0.53067,1.33945,0.99918,1,0.995,0.83783,0.70589,0.40206,1.23455,0.001472,0.001472,0.001472
42,947.785,0.81002,0.53136,1.33339,0.99685,1,0.995,0.80718,0.74607,0.42413,1.25539,0.0014588,0.0014588,0.0014588
43,970.051,0.78604,0.50887,1.32593,0.99867,1,0.995,0.81549,0.77065,0.42223,1.28598,0.0014456,0.0014456,0.0014456
44,993.222,0.79148,0.51537,1.31839,1,0.9983,0.995,0.80716,0.80563,0.42587,1.30708,0.0014324,0.0014324,0.0014324
45,1016.97,0.78337,0.52135,1.30971,0.99905,1,0.995,0.81237,0.79839,0.40134,1.3154,0.0014192,0.0014192,0.0014192
46,1039.3,0.772,0.51875,1.2911,0.99869,1,0.995,0.82779,0.73285,0.42723,1.24748,0.001406,0.001406,0.001406
47,1061.62,0.78964,0.51602,1.31575,0.9863,1,0.99489,0.81262,0.74405,0.44065,1.2363,0.0013928,0.0013928,0.0013928
48,1084.43,0.77215,0.49441,1.30063,0.99881,1,0.995,0.82801,0.68968,0.38821,1.19888,0.0013796,0.0013796,0.0013796
49,1106.78,0.75199,0.48831,1.28983,0.99923,1,0.995,0.81779,0.70073,0.41905,1.21412,0.0013664,0.0013664,0.0013664
50,1129.08,0.75227,0.49683,1.29156,0.99957,1,0.995,0.81051,0.78314,0.38189,1.29018,0.0013532,0.0013532,0.0013532
51,1151.35,0.75559,0.49502,1.28627,0.99871,1,0.995,0.81369,0.79169,0.39981,1.28815,0.00134,0.00134,0.00134
52,1173.66,0.75957,0.48493,1.27675,0.99942,1,0.995,0.80432,0.75192,0.40248,1.2612,0.0013268,0.0013268,0.0013268
53,1195.93,0.73691,0.49188,1.27485,0.98974,0.98876,0.99483,0.79924,0.79768,0.426,1.27126,0.0013136,0.0013136,0.0013136
54,1218.22,0.73891,0.47804,1.26284,0.99961,1,0.995,0.82644,0.73001,0.37876,1.24568,0.0013004,0.0013004,0.0013004
55,1240.5,0.73639,0.47132,1.26769,0.99894,1,0.995,0.82705,0.72295,0.39809,1.24614,0.0012872,0.0012872,0.0012872
56,1262.77,0.70947,0.45626,1.24351,0.99931,1,0.995,0.78912,0.81765,0.40063,1.28993,0.001274,0.001274,0.001274
57,1285.05,0.7445,0.4785,1.26827,0.98337,0.99652,0.99461,0.80583,0.8,0.41936,1.28668,0.0012608,0.0012608,0.0012608
58,1307.4,0.72749,0.46584,1.26587,0.99941,1,0.995,0.83405,0.74901,0.3686,1.25396,0.0012476,0.0012476,0.0012476
59,1329.68,0.72642,0.47009,1.2443,0.99869,1,0.995,0.82317,0.73304,0.41523,1.22386,0.0012344,0.0012344,0.0012344
60,1351.98,0.71064,0.46099,1.25039,0.9991,1,0.995,0.80649,0.76786,0.38034,1.28085,0.0012212,0.0012212,0.0012212
61,1374.34,0.7064,0.45182,1.24068,0.99914,1,0.995,0.82846,0.72733,0.36812,1.2363,0.001208,0.001208,0.001208
62,1396.68,0.70212,0.45312,1.24569,0.99827,1,0.995,0.82752,0.72754,0.38436,1.23168,0.0011948,0.0011948,0.0011948
63,1419.01,0.69379,0.44741,1.23194,0.99945,1,0.995,0.82912,0.72012,0.38598,1.22941,0.0011816,0.0011816,0.0011816
64,1441.36,0.70266,0.44885,1.2366,0.999,1,0.995,0.84955,0.67253,0.35082,1.18833,0.0011684,0.0011684,0.0011684
65,1464.26,0.67142,0.45062,1.21711,0.99877,1,0.995,0.84235,0.66736,0.36152,1.16846,0.0011552,0.0011552,0.0011552
66,1486.71,0.6709,0.42877,1.21892,0.99845,1,0.995,0.82859,0.72002,0.36633,1.22921,0.001142,0.001142,0.001142
67,1509.02,0.67435,0.42763,1.2159,0.9987,1,0.995,0.83862,0.69601,0.35448,1.206,0.0011288,0.0011288,0.0011288
68,1531.33,0.68082,0.43464,1.21433,0.99953,1,0.995,0.85335,0.66448,0.34119,1.15155,0.0011156,0.0011156,0.0011156
69,1553.83,0.68426,0.43344,1.2348,0.99952,1,0.995,0.81202,0.75025,0.35708,1.23762,0.0011024,0.0011024,0.0011024
70,1576.19,0.6648,0.43202,1.21399,0.99935,1,0.995,0.82838,0.72154,0.35322,1.24815,0.0010892,0.0010892,0.0010892
71,1598.51,0.66436,0.4199,1.20596,0.99936,1,0.995,0.85268,0.68562,0.35008,1.18625,0.001076,0.001076,0.001076
72,1620.86,0.66503,0.42194,1.19697,0.99932,1,0.995,0.81839,0.72787,0.36394,1.22687,0.0010628,0.0010628,0.0010628
73,1643.19,0.65203,0.41558,1.19778,1,0.99841,0.995,0.85183,0.68731,0.35104,1.17836,0.0010496,0.0010496,0.0010496
74,1665.54,0.65912,0.41808,1.22022,1,0.99997,0.995,0.85279,0.69125,0.35523,1.18949,0.0010364,0.0010364,0.0010364
75,1687.93,0.69175,0.42617,1.23218,0.99945,1,0.995,0.82792,0.68056,0.34418,1.18243,0.0010232,0.0010232,0.0010232
76,1710.26,0.66037,0.40972,1.21346,0.99953,1,0.995,0.83883,0.71448,0.32936,1.21821,0.00101,0.00101,0.00101
77,1732.59,0.6674,0.41841,1.20498,0.99939,1,0.995,0.83678,0.70776,0.36101,1.24468,0.0009968,0.0009968,0.0009968
78,1755.13,0.64954,0.41098,1.19134,0.99793,1,0.995,0.8314,0.71592,0.36077,1.206,0.0009836,0.0009836,0.0009836
79,1777.63,0.64292,0.40195,1.19578,0.98817,1,0.99494,0.84178,0.69545,0.36933,1.19704,0.0009704,0.0009704,0.0009704
80,1800.09,0.63877,0.40807,1.19856,0.99963,1,0.995,0.8539,0.68861,0.33918,1.20675,0.0009572,0.0009572,0.0009572
81,1822.45,0.64123,0.39861,1.19148,0.9994,1,0.995,0.84755,0.68394,0.34269,1.15716,0.000944,0.000944,0.000944
82,1844.68,0.65228,0.41083,1.20252,0.99931,1,0.995,0.82607,0.73218,0.36098,1.23626,0.0009308,0.0009308,0.0009308
83,1867.02,0.64554,0.40297,1.19575,0.99883,1,0.995,0.85408,0.67701,0.35116,1.18019,0.0009176,0.0009176,0.0009176
84,1889.53,0.67311,0.41904,1.2085,0.99957,1,0.995,0.85733,0.65288,0.32963,1.14899,0.0009044,0.0009044,0.0009044
85,1912.19,0.63687,0.39422,1.18505,0.9996,1,0.995,0.84497,0.68535,0.31841,1.19168,0.0008912,0.0008912,0.0008912
86,1934.57,0.62697,0.39404,1.17528,0.99924,1,0.995,0.84691,0.63948,0.32278,1.13652,0.000878,0.000878,0.000878
87,1956.89,0.63145,0.38704,1.17977,0.99944,1,0.995,0.85656,0.64107,0.32312,1.15138,0.0008648,0.0008648,0.0008648
88,1979.23,0.62236,0.39737,1.1759,1,0.98874,0.99489,0.83716,0.70262,0.34258,1.20344,0.0008516,0.0008516,0.0008516
89,2001.58,0.6189,0.38902,1.16729,0.99958,1,0.995,0.83751,0.6919,0.33312,1.18565,0.0008384,0.0008384,0.0008384
90,2023.98,0.62796,0.38661,1.17538,0.99948,1,0.995,0.84999,0.67028,0.31021,1.16667,0.0008252,0.0008252,0.0008252
91,2046.36,0.61079,0.39118,1.17174,0.99947,1,0.995,0.86357,0.63154,0.3268,1.13814,0.000812,0.000812,0.000812
92,2068.82,0.61531,0.38705,1.1799,0.99949,1,0.995,0.84909,0.6417,0.32585,1.14573,0.0007988,0.0007988,0.0007988
93,2091.18,0.61832,0.38181,1.1686,0.99948,1,0.995,0.83849,0.71073,0.33065,1.20038,0.0007856,0.0007856,0.0007856
94,2113.58,0.62441,0.38462,1.16277,0.99965,1,0.995,0.85431,0.67698,0.31072,1.17914,0.0007724,0.0007724,0.0007724
95,2135.9,0.61325,0.38756,1.16014,0.9995,1,0.995,0.85449,0.68126,0.31666,1.19088,0.0007592,0.0007592,0.0007592
96,2158.27,0.62086,0.38651,1.16802,0.99945,1,0.995,0.83031,0.7039,0.3305,1.21833,0.000746,0.000746,0.000746
97,2180.65,0.61497,0.38775,1.16349,0.9996,1,0.995,0.83335,0.72672,0.33009,1.23895,0.0007328,0.0007328,0.0007328
98,2203.16,0.6187,0.38289,1.16004,0.9996,1,0.995,0.8496,0.68877,0.32124,1.19431,0.0007196,0.0007196,0.0007196
99,2225.54,0.61244,0.38964,1.17014,0.99962,1,0.995,0.8435,0.68077,0.32109,1.18481,0.0007064,0.0007064,0.0007064
100,2247.96,0.5963,0.37242,1.1475,0.99965,1,0.995,0.84064,0.70652,0.32298,1.21629,0.0006932,0.0006932,0.0006932
101,2270.45,0.59305,0.37041,1.15954,0.99952,1,0.995,0.84228,0.69623,0.31233,1.19208,0.00068,0.00068,0.00068
102,2292.85,0.59967,0.36663,1.14804,0.99881,1,0.995,0.8554,0.67717,0.31311,1.17946,0.0006668,0.0006668,0.0006668
103,2315.21,0.59514,0.37154,1.15009,0.99952,1,0.995,0.84459,0.68684,0.30804,1.18578,0.0006536,0.0006536,0.0006536
104,2337.56,0.57867,0.35753,1.13435,0.99956,1,0.995,0.85654,0.6639,0.30931,1.14352,0.0006404,0.0006404,0.0006404
105,2360.64,0.56513,0.35417,1.13393,0.99946,1,0.995,0.85653,0.65311,0.30725,1.14607,0.0006272,0.0006272,0.0006272
106,2383.78,0.60361,0.36864,1.15033,0.99781,1,0.995,0.86732,0.64834,0.30122,1.146,0.000614,0.000614,0.000614
107,2406.65,0.58115,0.36364,1.14788,0.99701,1,0.995,0.83392,0.72138,0.34364,1.23572,0.0006008,0.0006008,0.0006008
108,2429.29,0.57599,0.35296,1.13546,0.99961,1,0.995,0.84259,0.69091,0.3303,1.18,0.0005876,0.0005876,0.0005876
109,2451.7,0.58735,0.35606,1.1476,0.99962,1,0.995,0.86605,0.64693,0.31275,1.14138,0.0005744,0.0005744,0.0005744
110,2474.09,0.56591,0.34676,1.13137,0.99966,1,0.995,0.85316,0.70171,0.31476,1.19298,0.0005612,0.0005612,0.0005612
111,2496.44,0.56404,0.34984,1.12939,0.99959,1,0.995,0.85454,0.68216,0.31844,1.179,0.000548,0.000548,0.000548
112,2519.46,0.57649,0.3526,1.13351,0.99899,1,0.995,0.83604,0.68195,0.32192,1.17846,0.0005348,0.0005348,0.0005348
113,2542.31,0.56595,0.35043,1.13952,0.99963,1,0.995,0.85932,0.64689,0.2992,1.1451,0.0005216,0.0005216,0.0005216
114,2564.74,0.56873,0.35267,1.12849,0.99952,1,0.995,0.84724,0.66414,0.29883,1.16685,0.0005084,0.0005084,0.0005084
115,2587.09,0.54323,0.3505,1.10917,0.99954,1,0.995,0.85532,0.66205,0.29703,1.17364,0.0004952,0.0004952,0.0004952
116,2609.52,0.56694,0.34586,1.14154,0.99966,1,0.995,0.85186,0.67395,0.28824,1.19087,0.000482,0.000482,0.000482
117,2631.94,0.56392,0.34793,1.1469,0.99967,1,0.995,0.84051,0.67883,0.29887,1.1914,0.0004688,0.0004688,0.0004688
118,2654.4,0.55819,0.33982,1.13171,0.99958,1,0.995,0.8443,0.67339,0.30277,1.18372,0.0004556,0.0004556,0.0004556
119,2676.83,0.56276,0.34438,1.13879,0.99939,1,0.995,0.85977,0.65752,0.29332,1.15973,0.0004424,0.0004424,0.0004424
120,2699.21,0.5548,0.33621,1.11706,0.99964,1,0.995,0.85562,0.67762,0.29698,1.19325,0.0004292,0.0004292,0.0004292
121,2721.58,0.54431,0.3345,1.10817,0.99967,1,0.995,0.86032,0.64374,0.30016,1.15147,0.000416,0.000416,0.000416
122,2743.97,0.55422,0.33875,1.11933,0.99955,1,0.995,0.8637,0.6282,0.28302,1.11721,0.0004028,0.0004028,0.0004028
123,2766.49,0.55045,0.33353,1.11272,0.99963,1,0.995,0.86249,0.64434,0.28856,1.13758,0.0003896,0.0003896,0.0003896
124,2788.7,0.56215,0.33852,1.12632,0.99964,1,0.995,0.85955,0.66765,0.29567,1.15993,0.0003764,0.0003764,0.0003764
125,2810.9,0.5529,0.33731,1.11952,0.99964,1,0.995,0.85404,0.66634,0.3036,1.16356,0.0003632,0.0003632,0.0003632
126,2833.27,0.55705,0.33591,1.12304,0.99944,1,0.995,0.83893,0.66594,0.29585,1.16757,0.00035,0.00035,0.00035
127,2855.58,0.53762,0.32929,1.10204,0.99961,1,0.995,0.86386,0.64302,0.27873,1.14186,0.0003368,0.0003368,0.0003368
128,2877.91,0.55616,0.33693,1.12567,0.99966,1,0.995,0.86264,0.65038,0.29105,1.15383,0.0003236,0.0003236,0.0003236
129,2900.27,0.55972,0.33768,1.12655,0.99961,1,0.995,0.86703,0.65875,0.29052,1.161,0.0003104,0.0003104,0.0003104
130,2922.65,0.54178,0.32113,1.12828,0.99966,1,0.995,0.87132,0.63257,0.27716,1.1379,0.0002972,0.0002972,0.0002972
131,2945.18,0.5311,0.3278,1.10219,0.99965,1,0.995,0.87251,0.63819,0.28025,1.13226,0.000284,0.000284,0.000284
132,2968.12,0.554,0.34014,1.12443,0.99964,1,0.995,0.86166,0.67314,0.295,1.16218,0.0002708,0.0002708,0.0002708
133,2990.49,0.53231,0.32163,1.10076,0.99964,1,0.995,0.85512,0.66536,0.28289,1.1506,0.0002576,0.0002576,0.0002576
134,3012.88,0.53733,0.3241,1.11043,0.99966,1,0.995,0.86688,0.65521,0.28189,1.14664,0.0002444,0.0002444,0.0002444
135,3035.2,0.54401,0.32495,1.12187,0.99965,1,0.995,0.8642,0.66873,0.28655,1.17085,0.0002312,0.0002312,0.0002312
136,3057.44,0.53,0.32788,1.10231,0.99961,1,0.995,0.84837,0.66479,0.28635,1.17004,0.000218,0.000218,0.000218
137,3079.7,0.53129,0.32548,1.10344,0.99947,1,0.995,0.86254,0.65305,0.28809,1.15628,0.0002048,0.0002048,0.0002048
138,3102.09,0.52213,0.32062,1.09819,0.99963,1,0.995,0.86758,0.66729,0.28941,1.16904,0.0001916,0.0001916,0.0001916
139,3124.44,0.53455,0.32136,1.10879,0.99946,1,0.995,0.86544,0.65947,0.28142,1.15304,0.0001784,0.0001784,0.0001784
140,3146.81,0.51548,0.3163,1.10521,0.99963,1,0.995,0.86856,0.64642,0.27694,1.15038,0.0001652,0.0001652,0.0001652
141,3169.68,0.45918,0.25557,1.04124,0.99951,1,0.995,0.85572,0.66251,0.28384,1.16855,0.000152,0.000152,0.000152
142,3192.04,0.44317,0.24034,1.01497,0.99967,1,0.995,0.86565,0.65723,0.28324,1.15835,0.0001388,0.0001388,0.0001388
143,3214.34,0.44907,0.24023,1.02018,0.99966,1,0.995,0.86734,0.66442,0.28047,1.16122,0.0001256,0.0001256,0.0001256
144,3236.64,0.44935,0.23967,1.01794,0.99959,1,0.995,0.86676,0.66347,0.27951,1.16901,0.0001124,0.0001124,0.0001124
145,3259.01,0.44366,0.23969,1.01838,0.99957,1,0.995,0.87646,0.64354,0.27269,1.14223,9.92e-05,9.92e-05,9.92e-05
146,3281.49,0.44198,0.23326,1.01166,0.99939,1,0.995,0.86906,0.66683,0.28236,1.16683,8.6e-05,8.6e-05,8.6e-05
147,3303.76,0.44419,0.2403,1.02909,0.99908,1,0.995,0.87126,0.64987,0.28206,1.1548,7.28e-05,7.28e-05,7.28e-05
148,3326.05,0.43597,0.23394,1.01533,0.99874,1,0.995,0.87174,0.65051,0.27838,1.15517,5.96e-05,5.96e-05,5.96e-05
149,3348.35,0.4329,0.22946,1.01343,0.99867,1,0.995,0.8757,0.64664,0.28111,1.15228,4.64e-05,4.64e-05,4.64e-05
150,3370.55,0.43228,0.23381,1.01229,0.99942,1,0.995,0.87317,0.64546,0.27803,1.14893,3.32e-05,3.32e-05,3.32e-05
